Dates,Tweets
2017-08-15,"@mobisimo Orhan Pamuk is such an exemplary writer. I recently finished his ""My Name is Red"", another masterpiece."
2017-08-15,"me: my name is red
reco guy: why are you called red?
me: they're my initials
class: oOOOAOAKAKJAJAHAHGANAHQAAAAAAA https://t.co/dEGMe9CSLI"
2017-08-14,@goodreads The book from my name is red
2017-08-13,"@thebooksatchel Only read My Name Is Red, which involved many nights of confusion! But worth it ❤️📚 https://t.co/7pZOMbHbg9"
2017-08-13,"1. Jostein Gaarder - Sophie's World
2. Orhan Pamuk - My Name Is Red
3. Hermann Hesse - Siddartha"
2017-08-13,@vivekisms My name is red is my least fave. I loved Museu of innocence which was my first. Did you read the last one? A strangeness in my mind?
2017-08-13,@thebooksatchel My name is Red.
2017-08-13,"@thebooksatchel LOVE PAMUK! Sorry for the caps. Mine are: Snow, The Museum of Innocence and My Name is Red. Let's read them together? What say?"
2017-08-13,@_shaardd my name is red 😪
2017-08-13,Kalau My Name is Red difilemkan mampus orang tak tengok. Bosan nak mampos.
2017-08-12,@wowie_pride My name is red wowie I would like to join
2017-08-12,"@Twitter Shantaram, kafka on the shore, animal farm, thousand splendid sun's &amp; my name is red"
2017-08-12,My name is Red Balloon
2017-08-11,@goodreads My name is red by #OrhanPamuk https://t.co/ylZ4INeVaF
2017-08-11,"1. Catcher in the rye
2. Green Eggs &amp; Ham
3. Catch-22
4. August 1914 Red Wheel
5. My name is Red https://t.co/1zrfjix0rZ"
2017-08-11,I need green color now for VOC!!! My name is Red but I want the green one: Lol starbucksph @… https://t.co/bafkE8O0Ni
2017-08-10,"@benszioli As for fiction:

Anything by Murakami, my favorite is The Wind Up Bird Chronicle

Orhan Pamuck: My name is Red

Anything Vonnegut. Umm"
2017-08-10,"Cryptonomicon
My Name is Red
Hobbit
Tinker Tailor
Fear &amp; Loathing in LV https://t.co/qm0wwtOMZc"
2017-08-10,"@miss_print Lord of The Rings &amp; Hobbit, Dune series, To Kill a Mocking Bird, My Name is Red, Song of Myself...so sad I have to have a short list."
2017-08-10,"War &amp; Peace
My Name is Red
100 Years of Solitude
1984
The Glass Bead Game https://t.co/NQ7b1lVt80"
2017-08-10,"Red Fawn's poem from jail:

My name is Red Fawn
I am a prisoner of war
My enemies have hunted me 500 years
You... https://t.co/5tvDrld04r"
2017-08-10,@miss_print My name is Red : Dune : Brave New World : Great Expectations
2017-08-10,"Neuromancer
Hard-Boiled Wonderland and the End of the World
Man is Good (L. Frank)
The Following Story
My Name Is Red https://t.co/Pu9pqQrmiK"
2017-08-10,"1. Pride and Prejudice and Zombies
2. Harry Potter ( series )
3. The five people you meet in heaven
4 . A Moster Call 
5 My Name Is Red https://t.co/mCk1U1p7o1"
2017-08-10,"An Instance of the Fingerpost
A Suitable Boy
The Third Policeman
My Name is Red
The Name of the Rose https://t.co/ach3Rpchcw"
2017-08-10,"@miss_print Anna Karenina, My Name is Red, Lincoln in the Bardo, House of Leaves, 100 Years of Solitude"
2017-08-10,@romanova_23 I'll put it on top of my list. There's also Pamuk's My Name is Red.A historical novel on art. Not everyone enjoys reading him but I love him
2017-08-10,"Don't Let Me Be Lonely 
Citizen 
My Name is Red 
Meridian
Harry Potter https://t.co/OgSEi9eft9"
2017-08-10,"@miss_print Invisible Cities, David Copperfield, Far from the Madding Crowd, A Hundred Years of Solitude, My Name Is Red"
2017-08-10,"Focault's Pendulum
The Feast of the Goat 
The Betrothed
Things fall apart 
My Name is Red https://t.co/NlYrvEJRYH"
2017-08-10,"@Twitter 1. Wuthering Heights
2. All Harry Potter
3. Tetralogi Laskar Pelangi
4. My Name is Red
5. Cantatan Pinggir"
2017-08-09,"@ItsBritneyYoung I am reading ""My Name Is Red"" by Pamuk. It's intriguing and well written. I also recommend ""Q"" by Luther Blissett! :)"
2017-08-09,@Loulou_Uberkirk My favourite book is My Name is Red by @_orhanpamuk #BookLoversDay
2017-08-09,"*The Talisman
*American Gods
*Persuasion
*The Road
*The Kitchen God's Wife
*The History of Love
*The Historian
*My Name is Red"
2017-08-09,@PushkinPress My Name Is Red.
2017-08-08,Hello my name is Red velvet 😃 https://t.co/WPhGRzPrnq
2017-08-07,@saketosoju My Name is Red - Orhan Pamuk
2017-08-07,Hi Guys MY name is RED STAR
2017-08-07,@DatDandyOutlaw Whoa that heart by my name is red wtf
2017-08-06,"'My Name is Red' by the Turkish writer Orhan Pamuk in Shiboprosad Mukherjee and Nandita Roy's Bengali film #Praktan (2016).

#BooksInMovies https://t.co/8VrIOH5zAd"
2017-08-06,"@annaspargoryan Oh from a few years ago ""My name is Red"" by Orhan Pamuk - magical realism (sort of) with a Turkish Slant"
2017-08-05,"""Dogs do speak, but only to those who know how to listen."" - Orhan Pamuk, My Name is Red"
2017-08-05,"then he said ''mummy i want to change my name..'',""okay~~do you have a name?'' and he proudly n firmly said ''Yes! frm nw on my name is Red!"
2017-08-04,"""Tell me then, does love make one a fool or do only fools fall in love?""
- Orhan Pamuk, My Name is Red"
2017-08-04,@MTNza the service I am getting is pathetic my name is Red @TransUnion &amp; other rating agencies all b/c of incompetence of ur admnstrs.😡😡😡😡😡
2017-08-03,@AizaHabib Did you finish my name is red ? How was it ? Rate out of 10 (?)
2017-08-03,@Sisyfuss_ No not yet. Exhausted all my patience with my name is red!
2017-08-03,Im reading My Name Is Red at work and Holding Up The Universe at home
2017-08-03,"My name is red!!
Salute to Orhan Pamuk. Wait..Is he on Twitter?"
2017-08-02,@LanHaniff Orhan pamuk- my name is red and Paulo Cuelho- The pilgrimage
2017-08-02,"My name is Red , repred ! https://t.co/YFNRpgLWJv"
2017-08-01,@jesse_baron And my name is red siri
2017-08-01,"Magnificent! You could become a real pro at this! always work, however. A world of POKéMON! My name is RED."
2017-08-01,"Hi! My name is Red and I am an unaltered female, brown Korean Jindo. … https://t.co/BYuqi4QfR0 https://t.co/9peQcUE4UN"
2017-08-01,@AhmedMoeTv @AhmedMoeee Hi my name is red siri
2017-08-01,"Hey there! My name is Red and I am an unaltered female, brown Korean Jindo. … https://t.co/BYuqi4QfR0 https://t.co/tKqNl8c6j0"
2017-07-31,@Red_Emzy will you still add me because I was on a camping trip and I missed the video so can you still add me on Xbox my name is Red Carson https://t.co/JpbQj7q3Sg
2017-07-30,"My name is Red. 

@_orhanpamuk https://t.co/g3McI0j7hU"
2017-07-30,Hey my name is Red_lil_bunny! I have 731 followers #Bigtits come play now https://t.co/OZVHgQXmJo https://t.co/GZyWlWHTxi
2017-07-30,Benim Adım Kırmızı (My Name is Red) - Orhan Pamuk @bacaituseru @ovo_id #kuisbacaituseru
2017-07-30,@bacaituseru @ovo_id judul : Namaku Merah Kirmizi (My Name is Red) oleh Orhan Pamuk #kuisbacaituseru
2017-07-30,#kuisbacaituseru Orhan Pamuk - My Name is Red @bacaituseru @ovo_id
2017-07-30,"#CurrentlyReading MY NAME IS RED
This novel, set amongst a group of miniaturist painters in… https://t.co/ejlNZI67Xu"
2017-07-28,@taonsil fjsgdgsh i love these pics so much.....two cute underrated babies...... (btw my name is red and u can use any pronouns on me!!)
2017-07-28,@RedDepth can i please man my name is red_xcoco
2017-07-28,Orhan Pamuk – My Name is Red – Thoughts https://t.co/HNMFZyX0EB https://t.co/Yk9lPC17YS
2017-07-28,4 of 5 stars to My Name is Red by Orhan Pamuk https://t.co/Hcnl1QbnSP
2017-07-28,Currently reading My Name is Red - @_orhanpamuk
2017-07-28,@Kylassd @graemeyorkston @boarsgoreswords @telltalegames @ivan_hernandez MY NAME IS RED
2017-07-26,"actually my name is red ""dumbass"" [reds last name]"
2017-07-26,4 of 5 stars to My Name is Red by Orhan Pamuk. https://t.co/vLMZyFtQ6X
2017-07-25,"@hessd003316 lol,Hi my name is Red ! Red rectum !"
2017-07-25,"""Can I have your name, please?""
""My name is Red."" #StarbucksName #OrhanPamuk https://t.co/USBSUXSW9S"
2017-07-24,@Lettybird Have you read My Name Is Red by Orhan Pamuk?
2017-07-23,hi my name is red and my interests include: nothing. nothing brings me joy.
2017-07-23,Oh! What's this? A rare POKéMON! My name is RED. You've found so many POKéMON!
2017-07-23,4 of 5 stars to My Name is Red by Orhan Pamuk https://t.co/QE9wQbDnCA
2017-07-23,4 of 5 stars to My Name is Red by Orhan Pamuk https://t.co/U32EOu64xu
2017-07-23,"@Songs_n_Socks @a_nathanwest Curious to know what you think of Snow and My Name is Red, Adrian."
2017-07-23,My Name Is Red by Orhan Pamuk Download Free Ebooks https://t.co/eGVHpEZuEA https://t.co/Dn5td6BJ5b
2017-07-21,@SavageSidi I love how my name is red :D
2017-07-20,"@a_nathanwest @ScottEsposito I liked his earlier work (e.g. Snow, My Name is Red) but A Strangness in my Mind is one of the worst books I've read. Nobel = no editor."
2017-07-20,Marked as to-read: My Name is Red by Orhan Pamuk https://t.co/rXW7ppKiee
2017-07-20,"@wtg2participate No, ""My Name is Red,"" which was great!"
2017-07-19,Your POKéDEX could use a bit clearer? Your own very POKéMON story is about to unfold! A world of POKéMON! My name is RED!
2017-07-19,"My Name is Red first chapter reminds me of Sweet Blasphemy in 40ROL. Inside a well, corpse talking to his soul."
2017-07-18,henlo my name is red and i use jokes and laughter to cover up the pain thats slowly eating me alive :D
2017-07-18,"@GoldenTent @JamilaElGizuli This would make for a fantastic premise for My Name Is Red, Part 2"
2017-07-18,@_________el @ecocriticismeve KAMU GA TAHU ORHAN PAMUK MY NAME IS RED? Omagah.
2017-07-18,@EpiphanyRyan I'm Banned And Don't Know Why Can You UNBAN me My Name Is Red Randumb
2017-07-17,"@BookDevon I started My Name Is Red before the holidays, but too big to take with me. A bit hard to get into, but lovely writing. #DevonBookHour"
2017-07-16,"@FaizaYousuf @Maham_Zee @IfrahWaqar @Kainat_Azhar @tehreeeem @su_kaina @Noor_Unnahar @areebasiddique @aey @AnumJaffry @JamalNeutron woW! Great list...currently reading Sapiens and love it, my fav. is A Brief History of Time and will read My Name is Red by Orhan Pamuk."
2017-07-16,hey jack my name is red.I love your videos and your funny the best and your a BOOOOOOOSSSSSSSSSSS!!!!!!!!
2017-07-15,We had a new waitress start at my work three months ago and she's convinced my name is Red and it's too late to tell her now.
2017-07-14,@goodreads My Name Is Red by Orhan Pamuk
2017-07-14,"Dogs do speak, but only to those who know how to listen.
― Orhan Pamuk, My Name is Red https://t.co/nwFeyu4E67"
2017-07-12,Cannot help but think on the book My name is Red #HorriblesGo2Chicago https://t.co/PLKchpWSr5
2017-07-12,"My name is Red!!  
I have been doing day training with him  for frustrated greetings but he is… https://t.co/V6f7yeAy0a"
2017-07-12,"#BooksOnTheUnderground

• My Name is Red - Ohran Pahmuk"
2017-07-12,"""Painting is the silence of thought and the music of sight"" ~Orhan Pamuk, My Name is Red. 

Another four paintings by @welliver_titus https://t.co/WlXR020WWo"
2017-07-12,@BiLLYKOMPAS  My Name is Red Orphan Pamuk peraih Nobel Sastra kalo ndak salah.
2017-07-12,"@BiLLYKOMPAS My Name is Red, Orhan Pamuk..."
2017-07-11,@MYbibliomaniacs My Name Is Red by Orhan Pamuk https://t.co/qY3X7UWzNy
2017-07-11,"My name is loneliness
My name is red 
#mynameisred #pulm #reading https://t.co/Pzqs4yzrzu https://t.co/QSvvTIpDoK"
2017-07-11,@kndricklamaryam You have to read Istanbul and Snow but I still have My Name is Red and The Black Book on my list. Heard those are 💯
2017-07-09,"Anyone read my name is red? 
Am I the only one who is struggling to finish it."
2017-07-09,"Hi, my name is RED. #Apple #SundayMorning #productred #red #WWC17 #tonytakesontech https://t.co/mJbLS8ZoTS"
2017-07-08,"Tell me then, does love make one a fool or do only fools fall in love?- Orhan Pamuk, My Name is Red"
2017-07-08,5 of 5 stars to My Name is Red by Orhan Pamuk https://t.co/zSqwKSCTLt
2017-07-07,"@goodreads I will be reading 'My Name is Red', by Orhan Pamuk"
2017-07-07,@smcohoe Another one I haven't read in forever (do I not read books in translation anymore??) - did you read MY NAME IS RED (Orhan Pamuk)?
2017-07-07,@FilmAndWhisky Have you read My Name Is Red? It was a toss up between them
2017-07-06,5 of 5 stars to My Name is Red by Orhan Pamuk https://t.co/I2gs0CX2Na
2017-07-06,@Maahwash YOU go for My Name is Red by Orhan.
2017-07-06,can i join red velvet bc my name is red ranger
2017-07-06,4 of 5 stars to My Name is Red by Orhan Pamuk https://t.co/z8IUu9Cxm4
2017-07-06,@pritisha_prisha @lochangyawali Orhan Pamuk's My Name is Red is overrated. No one ever has actually completed Focault's Pendulum. #perspectives
2017-07-06,@QQ137jm My name is red in the list so I can change it right? I can transfer money tomorrow.
2017-07-05,My Name is Red by Orhan Parmuk https://t.co/lpEpcOXqQu https://t.co/lzqA1sSPr3
2017-07-05,"21. REKOMENDASI BACAAN: ""My Name Is Red"", Orhan Pamuk. Fiksi sejarah/kriminal berlatar Istanbul abad ke-16. padat dan intens. #membaca https://t.co/u0gnj1Z2N2"
2017-07-04,"Tell me then, does love make one a fool or do only fools fall in love?- Orhan Pamuk, My Name is Red"
2017-07-04,"@Q8i_Outsider Orhan a genius, ""my name is red"" a philosophical thriller a must read 👍🏻"
2017-07-03,MY NAME IS RED AND I HAVE A PROBLEM OF EITHER LOVING TOO MUCH OR NOT GIVING A FUCK AND BEING UNABLE TO FIND A MIDDLE GROUND
2017-07-03,@c_harli_ @mriduljacob Snow and My name is Red.
2017-07-03,@Red_Emzy Pls inv my name is Red Carson
2017-07-03,SAAAAAAME 😋 Sunday my name is red apple 🤤 https://t.co/sdAJ87xiEC
2017-07-02,My name is Red.. https://t.co/XyNbaSImyu
2017-07-02,"@bymiichelle Alright Mich, i'll check it out. I'm currently reading My Name Is Red by Orhan Pamuk 😀"
2017-07-02,"@chrissyteigen ""My Name is Red"" by Nobel Prize winner Orhan Pamuk. It's actually a mystery, and completely brilliant."
2017-07-01,@mjamal110 MY NAME IS RED... is AMAZING!!
2017-07-01,My name is Red.. https://t.co/rqvwIYMxZD
2017-07-01,My Name İs Red... #red #ferrari #scuderiaferrari #tiffosi #formula1 #f1 #italy #azerbaijangp… https://t.co/iVEVXZ3eVs
2017-07-01,My Name Is Red by Orhan Pamuk #CabaranBukuTebal @BookendsMY https://t.co/axm1VwXlol
2017-07-01,Currently-reading: My Name Is Red by Orhan Pamuk 📑 https://t.co/iQMuIfcsw4
2017-07-01,"My Name Is Red by Orhan Pamuk

JulyThickBookChallenge https://t.co/4yDzhHc7PF"
2017-07-01,#رشح_روايه_للقراءه my name is red ~ Orhan Pamuk
2017-07-01,Yes to the People's Movement: Naomi Klein #freeredfawn my name is Red Fawn #auspol #NoDAPL #StopAdani  https://t.co/rayvquQEnt
2017-06-30,@_orhanpamuk what a brilliant brilliant piece of literature in My Name is red! Still reading... Not finished yet..But I'm engrossed!
2017-06-29,@Nick88S Could you invite me to the next Forza lobby my name is red until dea
2017-06-28,@TSBookClub #TSBCWedReads my name is red
2017-06-28,Can read it after 1Q84 I guess. Was thinking of My Name is Red for after but yeahh tbr listing is made to be ruined 😌
2017-06-28,"PPI Book Club kembali hadir!

Kita akan bahas novel unik-nya Orhan Pamuk, My Name is Red. Pengen tau lebih banyak … https://t.co/5n50VfihBo https://t.co/o9QbgWZCKV"
2017-06-27,"PDSA_HQ My name is Red, a therapy dog who needs new knees. Two thirds of funds raised already! Can you share? #OperationRed https://t.co/xdz272Xmop"
2017-06-27,"@LivUniVets My name is Red, I'm a therapy dog who needs new knees.    Can you share my plight?#OperationRed https://t.co/xdz272Xmop"
2017-06-27,hi my name is red and i get overwhelmed v easily and deal w stress by sleeping gn
2017-06-26,"Dome of Wazir Khan Mosque.
.
Reminds me of certain passages of My Name is Red, by Orhan Pamuk. https://t.co/0R4gRy5LZC"
2017-06-26,My Name Is Red https://t.co/S9wAyrymSv https://t.co/jQFm5ysfYM
2017-06-26,"On page 250 of 417 of My Name is Red, by Orhan Pamuk https://t.co/zW3K3ePUNA"
2017-06-26,My Name Is Red https://t.co/agrfqf3kGz https://t.co/UqxOiF8I5d
2017-06-26,ตามหาหนังสือ my name is red ของออ์ฮาน ปามุก ใครมีอยากปล่อยบอกหน่อยเถอะนะ #orhanpamuk #mynameisred #Book #pamuk
2017-06-26,"@vivekisms Snow is a wonderful book, pamuk explores the concept of 'rootless hero' briiliantly...My name is red has a similar opening"
