"DateTime";"Fiyat (open)";"Fiyat (high)";"Fiyat (low)";"Fiyat (close)";"Ağ. Ort. Fiyat";"Hacim"
"2021-12-20 00:00:00";2,65;5,46;2,64;4,82;3,9671;31254448,03
"2021-12-21 00:00:00";4,1499;5,0501;2,64;4,3;3,7029;23568245,78
"2021-12-22 00:00:00";4,3;4,8;2,64;4,2;3,5906;22979659,64
"2021-12-23 00:00:00";2,65;4,45;2,64;3,9;3,3948;17596675,77
"2021-12-24 00:00:00";2,64;4,35;2,63;3,95;2,9374;26502492,71
"2021-12-27 00:00:00";2,675;4,3;2,64;3,85;2,7242;83770999,59
"2021-12-28 00:00:00";2,64;4,2;2,64;3,9;3,4413;6989036,33
"2021-12-29 00:00:00";3,9;4,5;3,75;3,95;3,9619;10495073,66
"2021-12-30 00:00:00";4;4,4;3,85;4,1;4,062;9190253,44
"2021-12-31 00:00:00";4;4,25;3,95;4,139;4,1248;8290407,4
"2022-01-03 00:00:00";4,15;4,5;4;4,3;4,2632;8724663,5
"2022-01-04 00:00:00";4,3;5,21;4,1;4,35;4,2613;7064454,5
"2022-01-05 00:00:00";4,185;4,4;3,5;4,2;4,203;7573685,12
"2022-01-06 00:00:00";4,2;4,45;4,02;4,2;4,1946;11794354,27
"2022-01-07 00:00:00";4,07;4,3;4;4,15;4,1657;15168587,59
"2022-01-10 00:00:00";4,25;4,3;4,095;4,15;4,1997;19631302,49
"2022-01-11 00:00:00";4,15;4,649;4;4,25;4,2094;16173579,33
"2022-01-12 00:00:00";4,2;4,75;3,6;4,176;4,2068;8490616,77
"2022-01-13 00:00:00";4,15;4,4;3,8;4,4;4,157;11988168,34
"2022-01-14 00:00:00";4,12;4,4;3,9;4,2;4,1283;7791207,88
"2022-01-17 00:00:00";4,19;4,4;3,9;4,1;4,1469;6748219,95
"2022-01-18 00:00:00";4;4,35;3,95;4,1;4,1009;14579363,46
"2022-01-19 00:00:00";4,0899;4,4;3,9;4,12;4,116;12278614,67
"2022-01-20 00:00:00";4,02;4,35;3,7777;4,25;4,1136;13622139,13
"2022-01-21 00:00:00";2,64;4,3;2,64;4,15;3,1135;23622188,1
"2022-01-24 00:00:00";2,65;4,35;2,64;4,1;3,1762;17970588,65
"2022-01-25 00:00:00";2,64;4,35;2,64;4,1;2,9554;31693657,19
"2022-01-26 00:00:00";2,675;4,4;2,63;4,15;2,783;47079795,63
"2022-01-27 00:00:00";2,675;4,395;2,64;4,125;3,7848;10103799,23
"2022-01-28 00:00:00";4;4,3;2,65;4,05;4,0379;5411025,5
"2022-01-31 00:00:00";4,09;4,35;2,64;4,3;3,1817;7586169,75
"2022-02-01 00:00:00";4,02;4,38;3,9;4,025;4,1;11062473,17
"2022-02-02 00:00:00";4;4,31;3,9;4,05;4,0527;6222882,73
"2022-02-03 00:00:00";4,3;4,35;3,8;3,9;4,0764;9403731,55
"2022-02-04 00:00:00";4,1;4,4;3,785;4,09;4,0424;9408856,5
"2022-02-07 00:00:00";4,4;4,4;3,2;4,06;4,0738;6880002,78
"2022-02-08 00:00:00";4,05;4,4;3,8;3,98;4,1;6145205,73
"2022-02-09 00:00:00";3,97;4,45;3,9;4,0502;4,0895;5595117,13
"2022-02-10 00:00:00";4,15;4,45;3,9;4,03;4,1012;7012416,28
"2022-02-11 00:00:00";4;4,5;3,9;4;4,0562;7792556,54
"2022-02-14 00:00:00";4,1575;4,5;3,8;4,15;4,0576;8246224,05
"2022-02-15 00:00:00";4;4,5;3,3;4,05;4,0686;9875336,29
"2022-02-16 00:00:00";4;4,45;3,9;4,01;4,1035;8062875,07
"2022-02-17 00:00:00";3,95;4,47;3,5;4,47;4,0673;9255848,29
"2022-02-18 00:00:00";4;4,71;3,95;4,01;4,0346;7669319,09
"2022-02-21 00:00:00";4,1;4,45;3,5;3,95;4,0858;4802278,11
"2022-02-22 00:00:00";4,05;4,7;3,66;4,02;4,0465;8883871,6
"2022-02-23 00:00:00";4,08;4,46;3,98;4;4,0914;6944601,52
"2022-02-24 00:00:00";4,1;5;4;4,26;4,2365;28037861,03
"2022-02-25 00:00:00";4,3;5,03;4,1;4,4;4,3572;18398570,35
"2022-02-28 00:00:00";4,12;4,9;3,57;4,5;4,4668;26223235,93
"2022-03-01 00:00:00";4,5;4,85;4,3;4,825;4,5529;30207029,72
"2022-03-02 00:00:00";4,5;5,2;4;4,85;4,7625;40093650,03
"2022-03-03 00:00:00";4,75;5,41;4,5;4,9;5,017;34224848,83
"2022-03-04 00:00:00";5,199;5,55;4,09;5;5,1327;37414364,84
"2022-03-07 00:00:00";2,64;6,85;2,63;5,41;5,0832;54876499,08
"2022-03-08 00:00:00";2,65;5,95;2,63;5,36;4,5092;37834797,3
"2022-03-09 00:00:00";2,65;6;2,64;5,25;4,8107;37859869,71
"2022-03-10 00:00:00";5,3;5,7;2,64;4,935;5,0169;34745112,96
"2022-03-11 00:00:00";2,65;5,62;2,63;5,15;4,7275;41830469,22
"2022-03-14 00:00:00";5,05;6,88;2,64;5,1;5,043;34047746,14
"2022-03-15 00:00:00";5,1;6,77;2,64;5,2;4,7967;48215916,18
"2022-03-16 00:00:00";2,64;5,6;2,63;5,275;4,5646;34493117,82
"2022-03-17 00:00:00";2,65;5,6;2,63;5,1;5,1493;22728760
"2022-03-18 00:00:00";2,65;6,83;2,64;5,199;4,9664;23121367,35
"2022-03-21 00:00:00";2,65;6,85;2,64;5,25;4,9846;17625849,61
"2022-03-22 00:00:00";5,175;5,5;2,65;5,19;5,1537;21086871,77
"2022-03-23 00:00:00";5,099;5,499;2,64;5,25;5,0976;17765259,6
"2022-03-24 00:00:00";5,25;7,07;4,3;5,39;5,206;24155110,31
"2022-03-25 00:00:00";5,37;5,95;5;5,189;5,244;22462950,53
"2022-03-28 00:00:00";5,225;6;2,63;5,35;5,2404;7002837,8
"2022-03-29 00:00:00";2,65;7;2,65;5,24;5,2428;19230190,24
"2022-03-30 00:00:00";2,65;5,5;2,64;5;4,9808;15483544,75
"2022-03-31 00:00:00";4,27;5,62;2,65;5,3;5,2786;12717323,54
"2022-04-01 00:00:00";2,65;6,69;2,64;5,25;4,6711;12561158,04
"2022-04-04 00:00:00";5,3;5,5;5;5,2;5,2735;14780500,64
"2022-04-05 00:00:00";5,3;5,549;4,12;5,24;5,3062;17427653,09
"2022-04-06 00:00:00";5;5,891;4,4;5,21;5,2761;25565671,52
"2022-04-07 00:00:00";5,25;5,57;4,3;5,3;5,2874;15627464,91
"2022-04-08 00:00:00";5,2;6,3;4,9;5,2999;5,2734;15363183,1
"2022-04-11 00:00:00";5,2;6,48;4,9;5;5,291;11528767,9
"2022-04-12 00:00:00";5,3;5,62;3,225;5,3;5,0087;11292653,16
"2022-04-13 00:00:00";3,25;5,55;3,225;5,27;4,6249;14735234,66
"2022-04-14 00:00:00";5,35;5,65;3,25;5,4;4,0832;20106656,59
"2022-04-15 00:00:00";5,35;5,73;4,9;5,2;5,2481;15561883,97
"2022-04-18 00:00:00";5,2;5,5;3,225;5,219;5,1901;14624746,84
"2022-04-19 00:00:00";3,25;5,55;3,25;5,49;4,8021;20386299,31
"2022-04-20 00:00:00";5,225;5,475;3,25;5,17;4,8843;11430955,82
"2022-04-21 00:00:00";5,25;5,45;4,6;5,1;5,1881;16887726,99
"2022-04-22 00:00:00";5,2;5,4;3,225;5,25;5,0844;19986752,63
"2022-04-25 00:00:00";3,21;5,7;3,21;5,15;4,9428;28058300,85
"2022-04-26 00:00:00";5,15;5,65;3,225;5,1;5,0997;26611010,12
"2022-04-27 00:00:00";5,15;6;3,225;5,13;4,7934;36212373,59
"2022-04-28 00:00:00";5,15;5,75;3,225;5,26;5,209;19894573,37
"2022-04-29 00:00:00";5,18;5,5;5;5,2;5,2533;19192068,38
"2022-05-05 00:00:00";5,38;5,7;3,25;5,399;5,3073;10415022,17
"2022-05-06 00:00:00";5,375;5,75;4,97;5,42;5,3901;13114594,26
"2022-05-09 00:00:00";5,65;6;4,5;5,31;5,5332;23415741,14
"2022-05-10 00:00:00";5,5;6;3,465;5,69;5,4142;35065649,57
"2022-05-11 00:00:00";3,475;6,25;3,475;5,7;5,7529;25680320,05
"2022-05-12 00:00:00";5,45;6,185;3,475;5,92;5,2847;31443929,74
"2022-05-13 00:00:00";5,85;6,67;3,5;5,85;5,7874;19740738,79
"2022-05-16 00:00:00";5,8;6,185;5,5;5,85;5,8014;20744167,09
"2022-05-17 00:00:00";5,74;6,5;5;5,83;5,8219;23938827,47
"2022-05-18 00:00:00";5,79;6,3;5,6;5,8;5,8241;17520041
"2022-05-20 00:00:00";5,78;6,3;5,6;5,85;5,8904;25590792,52
"2022-05-23 00:00:00";5,97;6,5;5;5,5;5,9433;32114372,46
"2022-05-24 00:00:00";5,95;6,55;5,095;6,06;5,9925;21955804,81
"2022-05-25 00:00:00";6,09;6,85;5,7;5,945;6,0063;32186762,02
"2022-05-26 00:00:00";6;7;5,6;6,1;6,0632;41836884,83
"2022-05-27 00:00:00";6,09;7,15;5,95;6,2;6,2473;31550288,14
"2022-05-30 00:00:00";6,32;7,195;6;6,2;6,2917;17403836,12
"2022-05-31 00:00:00";6,055;7,7;5,75;6,2;6,3085;35797876,74
"2022-06-01 00:00:00";6,35;7,35;6;6,3249;6,2495;16229338,1
"2022-06-02 00:00:00";6,34;7,5;6;6,065;6,1623;21050746,72
"2022-06-03 00:00:00";6,07;8,5;6;6,25;6,2405;14503031
"2022-06-06 00:00:00";6,499;7,5;6;6,3;6,6194;25938952,08
"2022-06-07 00:00:00";6,7;7,75;6,25;6,55;6,685;25068214,75
"2022-06-08 00:00:00";6,75;9;6,4;6,7;6,6681;31423173,8
"2022-06-09 00:00:00";6,9;8,2;5,9;7,1;6,8421;14364821,8
"2022-06-10 00:00:00";6,72;7,5;6,5;7;6,8478;16135844,85
"2022-06-13 00:00:00";6,05;9;6,025;6,75;6,8759;18255287,32
"2022-06-14 00:00:00";6,05;8,52;6,05;6,75;6,9271;23357731,46
"2022-06-15 00:00:00";6,025;7,65;5,9;6,95;6,9062;10634262,03
"2022-06-16 00:00:00";6,025;7,55;6;7,05;6,9536;15328076,23
"2022-06-17 00:00:00";6,05;7,5;6;6,89;6,7987;29428774,58
"2022-06-20 00:00:00";6,025;7,5499;6,025;6,9;6,8088;28454291,84
"2022-06-21 00:00:00";6,025;7,2;6;6,75;6,8035;33616091,12
"2022-06-22 00:00:00";6,05;7,76;6;6,8501;6,7634;16249337,71
"2022-06-23 00:00:00";6;7,5;6;6,8;6,6545;16695200,34
"2022-06-24 00:00:00";6,05;8;6,025;6,775;6,6279;10118212,03
"2022-06-27 00:00:00";6;8,5;5,745;6,75;6,4071;17296903,98
"2022-06-28 00:00:00";6,05;7,5;5,975;6,65;6,414;23802594,55
"2022-06-29 00:00:00";6,15;7,35;5,9;6,6;6,3632;25190893,98
"2022-06-30 00:00:00";6;7,55;5,975;6,75;6,2329;30697170,35
"2022-07-01 00:00:00";6;7,7;5,975;6,74;6,4011;39530016,78
"2022-07-04 00:00:00";6,425;7,7;5,975;6,999;6,4691;86357293,54
"2022-07-05 00:00:00";6,375;7,3;6,025;6,59;6,4789;71137937,36
"2022-07-06 00:00:00";6,5;7,55;6;6,7;6,4508;105399775,87
"2022-07-07 00:00:00";6,375;7,646;6;6,6;6,4539;183953056,1
"2022-07-08 00:00:00";6,05;7,6;6,05;6,81;6,4472;55730890,01
"2022-07-13 00:00:00";6,88;8,47;6,115;7,1;6,8237;8247636,09
"2022-07-14 00:00:00";6,6;8,1;6;6,625;6,8215;9104268,15
"2022-07-18 00:00:00";6,7;8,361;6,4;7,5;6,9426;10077682,86
"2022-07-19 00:00:00";6,425;7,7;6,375;6,5;6,4429;411479584,67
"2022-07-20 00:00:00";6,425;7,55;5,75;7;6,4721;191401632,32
"2022-07-21 00:00:00";6,4;7,5;6,375;7,45;6,4462;224730632,07
"2022-07-22 00:00:00";6,52;7,47;5,85;7,15;6,8964;9138874,22
"2022-07-25 00:00:00";6,4;7,5;5,75;6,75;6,9216;23601685,9
"2022-07-26 00:00:00";6,425;7,4;6;6,65;6,4342;857294024,78
"2022-07-27 00:00:00";6,45;7,43;6,375;6,95;6,4344;755142413,46
"2022-07-28 00:00:00";6,425;7,41;6,375;6,74;6,4297;693966372,97
"2022-07-29 00:00:00";6,4;7,45;6,375;6,66;6,4413;202950123,4
"2022-08-01 00:00:00";6,375;7,5;6,2;6,73;6,4296;867482608,59
"2022-08-02 00:00:00";6,425;7,7;6,05;7,22;6,4333;332421083,99
"2022-08-03 00:00:00";6,85;7,4;6,3;6,7;6,7402;12938816,58
"2022-08-04 00:00:00";6,425;7,55;6;6,95;6,4382;398953371,57
"2022-08-05 00:00:00";6,5;7,6;6,375;6,7;6,8466;10602103,58
"2022-08-08 00:00:00";6,45;8,1;6,15;6,625;6,4293;918416784,9
"2022-08-09 00:00:00";7;7,5;6,4;6,5;6,7306;11037287,98
"2022-08-10 00:00:00";6,425;8;6,235;6,81;6,439;367040406,76
"2022-08-11 00:00:00";6,82;7,95;5,6;6,7;6,7983;7474237,54
"2022-08-12 00:00:00";6,9;7,5;6;7,5;6,7925;3784351,1
"2022-08-15 00:00:00";6,375;7,5;6,05;6,3;6,4222;1076163013,79
"2022-08-16 00:00:00";6,68;7,48;6;7,35;6,7739;8920825,75
"2022-08-17 00:00:00";6,6;7,2;4,465;6,85;4,8051;15799279,76
"2022-08-18 00:00:00";6,45;7,6;4,465;6,7;6,0378;710688110,56
"2022-08-19 00:00:00";4,475;7;4,465;6,85;4,5828;42283950,51
"2022-08-22 00:00:00";4,5;7,35;4,465;7;4,6615;31421345,26
"2022-08-23 00:00:00";6,4;7,3;4,465;6,4;6,0345;339356582,33
"2022-08-24 00:00:00";6,4;7,35;4,465;6,1;6,0726;342149666,51
"2022-08-25 00:00:00";4,5;7,3;4,465;6,8;4,5223;46350212,92
"2022-08-26 00:00:00";4,475;7,3;4,465;6,5;4,5317;51605522,13
"2022-08-29 00:00:00";6,425;7,7;4,465;6,2;6,0311;474927683,97
"2022-08-31 00:00:00";4,5;7,15;4,16;6,2;4,5263;57830198,29
"2022-09-01 00:00:00";4,465;7;4,465;6,3;4,8297;8884603,19
"2022-09-02 00:00:00";6,55;7;4,465;6,49;6,4199;416406794,38
"2022-09-05 00:00:00";6,25;7,5;5,9;6,9251;6,2334;3431175,85
"2022-09-06 00:00:00";6;7,2;5,8;5,85;6,2358;2937519,83
"2022-09-07 00:00:00";6,375;7;4,575;6;6,4263;617005411,23
"2022-09-08 00:00:00";6,425;7;5,85;6,3;6,4281;611893760,84
"2022-09-09 00:00:00";6,375;7,1;5;6,22;6,4308;1188772127,09
"2022-09-12 00:00:00";6,375;7,35;5,8999;6,5;6,4319;656064362,41
"2022-09-13 00:00:00";6,45;7,5;6,1;6,5;6,4146;34796147,3
"2022-09-14 00:00:00";6,55;7,4;5,8;6,7499;6,4635;37807303,4
"2022-09-15 00:00:00";6,425;7,5;5,5;6,3;6,4792;18325781,76
"2022-09-16 00:00:00";6,375;7,3;6;6,43;6,5081;10258920,11
"2022-09-19 00:00:00";6,375;7,5;6,2;6,5;6,5076;8514506,11
"2022-09-20 00:00:00";6,375;7,51;6,2;6,9;6,6228;8913432,18
"2022-09-21 00:00:00";6,425;7,6;6;7,05;6,6785;5866683
"2022-09-22 00:00:00";6,375;7,501;6,275;6,4;6,5856;3993170,9
"2022-09-23 00:00:00";6,45;7,55;6;6,45;6,5411;11692666,04
"2022-09-26 00:00:00";6,375;7,25;6,2501;6,55;6,6203;5598162,72
"2022-09-27 00:00:00";6,4;7,6;6,4;7,15;6,6323;10628539,98
"2022-09-28 00:00:00";7;7,45;6,35;6,75;6,6683;3245801,55
"2022-09-29 00:00:00";4,5;7,45;4,46;6,64;4,5497;175902264,25
"2022-09-30 00:00:00";4,46;7,35;4,46;6,75;4,653;40171585,06
"2022-10-03 00:00:00";4,475;7,6;4,46;6,6;4,6183;57466709,4
"2022-10-04 00:00:00";4,5;7,5;4,46;6,5;4,5705;76297640,22
"2022-10-05 00:00:00";4,5;7,3;4,46;6,5;4,5802;127717792,09
"2022-10-06 00:00:00";4,475;7,6;4,46;6,65;4,5454;147857192,37
"2022-10-07 00:00:00";4,46;7,32;4,46;6,65;4,5121;157356823,16
"2022-10-10 00:00:00";4,5;7,35;4,46;6,6;4,8142;17153167,89
"2022-10-11 00:00:00";6,65;7,37;4,475;6,5;6,4627;9136086,7
"2022-10-12 00:00:00";6,6;7,65;6;6,56;6,9024;5977291,48
"2022-10-13 00:00:00";7,1;7,5;6,4;6,745;6,7509;7374716,28
"2022-10-14 00:00:00";6,65;7,5;6;7,3;6,9294;6589962,7
"2022-10-17 00:00:00";7,5;7,5;6,5;6,75;6,8794;2477451,31
"2022-10-18 00:00:00";6,375;7,58;6,375;6,85;6,8335;5347316,57
"2022-10-19 00:00:00";7,625;7,625;6,5;6,68;7,0139;4538039,75
"2022-10-20 00:00:00";7,1;7,6;6,29;7,56;6,8528;4706943,62
"2022-10-21 00:00:00";7,1;7,65;5;7,1;6,8357;3645034,15
"2022-10-24 00:00:00";6,45;7,15;6;6,8;6,6461;2953315,6
"2022-10-25 00:00:00";6,4999;7,6;6;7;6,9437;8775545,5
"2022-10-26 00:00:00";6,3;7,55;6;6,585;6,7807;3631368,04
"2022-10-27 00:00:00";6,8;7,8001;5,49;6,995;6,8443;4173974,98
"2022-10-28 00:00:00";6,4;7;6,4;7;6,642;547469
"2022-10-31 00:00:00";6,375;7,7;5,65;6,78;6,7374;3050950,2
"2022-11-01 00:00:00";4,465;7,42;4,46;6,78;4,5128;219634649,3
"2022-11-02 00:00:00";4,475;7,25;4,46;7;4,5232;119622339,31
"2022-11-03 00:00:00";4,5;7,7;4,46;7;4,5583;73952015,52
"2022-11-04 00:00:00";4,465;7,63;4,465;7;4,5667;70549611,64
"2022-11-07 00:00:00";4,5;7,65;4,46;4,465;4,5511;94162945,55
"2022-11-08 00:00:00";6,375;7,2;4,46;7,1;4,5099;89429746,98
"2022-11-09 00:00:00";4,46;7,6;4,46;6,55;4,514;89713596,74
"2022-11-10 00:00:00";4,465;7,6;4,46;6,85;4,5581;108600604,7
"2022-11-11 00:00:00";4,46;7,33;4,46;6,39;4,5185;98292240,56
"2022-11-14 00:00:00";6,425;7,1;6,3;6,76;6,719;1761256,05
"2022-11-15 00:00:00";6,2;7,55;6,2;6,22;6,8821;3384663
"2022-11-16 00:00:00";6,4;7,65;6,15;6,7;6,6221;3689313,1
"2022-11-17 00:00:00";4,5;7,5;4,46;6,6;4,5616;21707916,25
"2022-11-18 00:00:00";4,5;7;4,46;4,5;4,5964;18936303,46
"2022-11-21 00:00:00";4,5;7,25;4,46;7;4,5202;76464210,12
"2022-11-22 00:00:00";4,575;7,1;4,46;5,9;4,7697;27222846,23
"2022-11-23 00:00:00";4,575;8,4;4,46;6,5;4,6504;22267242,27
"2022-11-24 00:00:00";4,575;7,8;4,46;6,1;4,5811;42772854,45
"2022-11-25 00:00:00";4,5;7,5;4,46;4,5;4,8224;12875689,2
"2022-11-28 00:00:00";6,425;6,9599;4,46;4,5;4,6747;19890493,78
"2022-11-29 00:00:00";6,375;6,87;4,46;6,35;4,5714;39210402,54
"2022-11-30 00:00:00";4,575;9;4,46;6,4;4,6641;24469147,32
"2022-12-01 00:00:00";5,85;7,2;4,46;6,2;4,563;34119434
"2022-12-02 00:00:00";6;6,9;4,46;6,1;4,698;33150783,56
"2022-12-05 00:00:00";4,46;7,25;4,46;6;4,5672;30121542,54
"2022-12-06 00:00:00";6,425;7,3;4,46;5,8;4,6184;42541631,23
"2022-12-07 00:00:00";6,4;7,1;5,9;6,1;6,2749;4057857,3
"2022-12-08 00:00:00";6,45;7,25;5,24;6,4;6,4984;2595383,24
"2022-12-09 00:00:00";6,4;7;4,85;6,06;6,3731;4936487,8
"2022-12-12 00:00:00";6,3;7;6;6,3;6,2609;3571325,05
"2022-12-13 00:00:00";6,4;7,45;5,95;6,02;6,438;4748025,36
"2022-12-14 00:00:00";6,45;7,1;6;6,5;6,3632;3711921,9
"2022-12-15 00:00:00";6,45;7,0002;5,7;6,29;6,4641;4314282,8
"2022-12-16 00:00:00";6,375;6,8;5,3;6,15;6,4037;5412161,82
"2022-12-19 00:00:00";6,375;6,7;6;6;6,47;3545247,39
"2022-12-20 00:00:00";6,45;7,2;4,46;6,35;4,6554;22764845,16
"2022-12-21 00:00:00";6,425;7,15;4,46;6,3749;4,9999;11092909,06
"2022-12-22 00:00:00";4,5;7,5;4,46;6,8;4,9511;12781437,71
"2022-12-23 00:00:00";6,425;7,5;4,46;6,425;5,5032;13809694,48
"2022-12-26 00:00:00";4,5;7,55;4,46;6,7;4,7024;22908392,05
"2022-12-27 00:00:00";6,425;7;4,46;6,5;5,3529;26736457,7
"2022-12-28 00:00:00";6,375;7,5;4,46;6,25;4,8176;15535269,07
"2022-12-29 00:00:00";6,45;6,85;4,46;6,35;5,2455;19707806,25
"2022-12-30 00:00:00";6,45;6,8;4,46;6,1;5,5712;9784294,35
"2023-01-02 00:00:00";6,425;7,6;4,465;6,35;5,0054;21789460,01
"2023-01-03 00:00:00";6,425;7,5;4,46;6,5;4,5937;33150955,38
"2023-01-04 00:00:00";6,425;7,5;4,46;6,301;4,7432;30148785,18
"2023-01-05 00:00:00";6,375;7,6;4,46;6,5;4,7343;37783752,91
"2023-01-06 00:00:00";6,375;7,65;4,46;6,38;5,1543;9989178,8
"2023-01-09 00:00:00";6,425;7,5;4,46;6,5;4,8233;26003372,71
"2023-01-10 00:00:00";6,425;7,3;4,46;6,5;4,7887;25691523,15
"2023-01-11 00:00:00";6,375;7,6;4,46;6,55;4,6922;44622283,91
"2023-01-12 00:00:00";6,425;7,2;4,46;4,475;4,7063;67128288,33
"2023-01-13 00:00:00";6,425;7,6;4,46;6,65;4,8763;20139090,4
"2023-01-16 00:00:00";6,425;7,68;5,6;6,5;6,4077;8045768,97
"2023-01-17 00:00:00";6,55;7,6;6;6,6;6,4931;7344710,73
"2023-01-18 00:00:00";6,425;7,5;6,1;6,425;6,606;4627545,75
"2023-01-19 00:00:00";6,45;7,1;6;6,5;6,5014;8023068,95
"2023-01-20 00:00:00";6,4;7,6;4,46;6,48;4,7127;74827613,27
"2023-01-23 00:00:00";6,375;7,55;4,46;6,4;4,6406;83177883,49
"2023-01-24 00:00:00";6,425;7,75;4,46;6,64;4,7114;49246149,32
"2023-01-25 00:00:00";6,425;7;4,46;6,5;4,637;40838873,53
"2023-01-26 00:00:00";6,4;7,6;4,46;6,25;4,7319;24319677,6
"2023-01-27 00:00:00";6,375;7;4,46;6,29;4,7467;42243799,41
"2023-01-30 00:00:00";6,4;7;4,46;6,35;4,5603;95750528,75
"2023-01-31 00:00:00";6,45;7,2;4,46;6,4;4,6255;52037853,55
"2023-02-01 00:00:00";6,375;7,25;4,46;6,88;4,7645;46491766,4
"2023-02-02 00:00:00";6,4;7,2;4,46;6,8;4,6831;44257649,82
"2023-02-03 00:00:00";4,475;7,9;4,46;6,65;4,8095;21555503,85
"2023-02-06 00:00:00";6,35;7,15;4,46;6,5;4,6754;21719592,13
"2023-02-07 00:00:00";4,5;7,25;4,46;6,49;4,5546;68356660,76
"2023-02-08 00:00:00";6,53;7,3;4,46;6,65;4,583;57086121,29
"2023-02-09 00:00:00";6,4;7;4,46;6,954;4,6743;52711594,76
"2023-02-10 00:00:00";4,475;7,8;4,46;6,5;4,644;60831224,79
"2023-02-13 00:00:00";4,575;7,83;4,46;4,475;4,8156;54800313,95
"2023-02-14 00:00:00";4,475;7,7;4,46;6,385;4,7421;38669186,23
"2023-02-15 00:00:00";6,375;7,1;4,46;4,5;4,8138;34547115,69
"2023-02-16 00:00:00";6,375;6,8;4,46;6,71;4,7272;28921515,82
"2023-02-17 00:00:00";4,465;8;4,46;6,4;4,9505;24370032,52
"2023-02-20 00:00:00";6,375;7,35;4,46;6,7;4,6017;54829928,74
"2023-02-21 00:00:00";6,4;7,85;4,46;6,351;4,7031;43781376
"2023-02-22 00:00:00";4,465;7,85;4,46;6,375;4,7532;34260770,15
"2023-02-23 00:00:00";6,4;7,8;4,46;6,15;4,759;32767385,51
"2023-02-24 00:00:00";4,575;7,5701;4,46;7;4,6788;36525700,7
"2023-02-27 00:00:00";6,4;6,95;4,46;6,3;4,6668;62079723,29
"2023-02-28 00:00:00";4,575;7,8;4,46;6,5;4,6116;37216256,84
"2023-03-01 00:00:00";6,44;7;6;6,4;6,542;3144739,3
"2023-03-02 00:00:00";6,4;7,05;4,46;6,55;4,8851;18556850,29
"2023-03-03 00:00:00";6,425;7,85;4,46;6,3;5,3889;11439079,61
"2023-03-06 00:00:00";6,375;7,45;4,465;4,5;4,5356;45983254,72
"2023-03-07 00:00:00";6,375;7;4,46;6,65;4,5897;36429235,41
"2023-03-08 00:00:00";6,4;7;4,46;6,35;4,9143;14170288,7
"2023-03-09 00:00:00";6,15;7,9;4,46;6,15;4,6724;16091760,38
"2023-03-10 00:00:00";6,4;8;4,475;6,54;5,8441;6547342,22
"2023-03-13 00:00:00";6,375;7,49;4,46;6,2;4,7112;33191379
"2023-03-14 00:00:00";4,475;7,85;4,46;5,85;4,7766;19531084,8
"2023-03-15 00:00:00";4,46;7,3;4,46;6,15;5,1406;8243065
"2023-03-16 00:00:00";6,4;7,1;4,46;6,7;4,7913;15723840,32
"2023-03-17 00:00:00";6,4;7,8;4,46;6,5;4,7254;31223375,68
"2023-03-20 00:00:00";6,375;6,9;4,46;4,5;4,5219;139997177,08
"2023-03-21 00:00:00";6,4;6,89;4,46;6,2;4,5864;78055477,92
"2023-03-22 00:00:00";6,45;6,8;4,46;5,98;4,5583;60948520,07
"2023-03-23 00:00:00";6,4;7,4;4,46;6,08;4,5703;58659601,25
"2023-03-24 00:00:00";6,425;6,95;4,46;6,25;4,5433;135968898,72
"2023-03-27 00:00:00";4,475;6,85;4,46;6,85;4,547;57206820,36
"2023-03-28 00:00:00";6,4;6,8;4,46;6,7;4,5613;115862204,21
"2023-03-29 00:00:00";6,375;6,75;4,46;6,2;4,6709;85807626,55
"2023-03-30 00:00:00";6,55;6,8;4,46;4,46;4,6099;68126015,89
"2023-03-31 00:00:00";6,425;7;4,46;4,475;4,6775;34132860,18
"2023-04-03 00:00:00";6,45;6,89;4,46;6,45;4,5431;94516389,08
"2023-04-04 00:00:00";4,475;7,2;4,46;5,95;4,5126;227217866,19
"2023-04-05 00:00:00";6,4;6,85;4,46;6;5,8061;20996206,02
"2023-04-06 00:00:00";4,475;7,25;4,46;5,75;4,6766;36556506,63
"2023-04-07 00:00:00";6,375;7,4;4,46;6;4,6702;58557057,83
"2023-04-10 00:00:00";4,5;7;4,46;6,35;4,6388;38837406,65
"2023-04-11 00:00:00";6,45;7,5;4,46;6,5;4,8087;57125610,71
"2023-04-12 00:00:00";4,46;7,05;4,46;6,45;4,6602;64264205,93
"2023-04-13 00:00:00";6,375;7,4;4,46;5,75;4,9349;40244955,3
"2023-04-14 00:00:00";6,4;7,4;4,46;5,9;4,7333;33815174,65
